terrify; [terrify, terrifies, terrified, terrifying, terrifyingly]; make someone very scared;
terror; [terror, terrors, terrifying]; a very strong, very intense fear, about as scary as something can be;
testament; [testament, testaments]; a statement about something you saw or something that happened to you, or can mean something that shows or proves something else, or sometimes means a section of the Christian Bible, the Old Testament or the New Testament. ;
test; [test, tests, tested, testing]; try to find out if something is true, or try to learn about something by doing things to it and seeing what happens, or to ask someone questions or check behavior to find out what they know or whether you can trust them;
testify; [testify, testifies, testified, testifying, testimony]; tell other people what you saw, what you know, or what happened to you, or to swear that something is true in a court of law;
testimony; [testimony, testimonies]; a statement about something you saw, something you know, or something that happened to you, or something you swear is true in a court of law;
testimonial; [testimonial, testimonials]; a statement telling other people what’s good about a person or business or something else;
thanksgiving; [thanksgiving, Thanksgiving]; a statement that you’re happy, thankful, grateful, also the name of an American holiday where families eat a big meal together and say what they’re thankful for;
themselves; ; the same people;
theory; [theory, theories, theoretical]; an idea about how something works or why something happens, sometimes means the way science explains something;
thereby; ; to say one thing causes or proves something else, can mean by means of that, or through that;
therefore; ; because of that, one thing causes or proves something else;
thereof; ; of that, coming from that or belonging to that;
thicket; [thicket, thickets]; a group of bushes or trees growing close together, often tangled together, can mean something that’s hard to see through, move through, or find your way through;
thirty-nine; [thirty-nine, 39]; 39, the number between thirty-eight and forty;
thither; ; from here to there, moving in that direction;
though; ; but, however;
thoughtless; [thoughtless, thoughtlessly, thoughtlessness]; without thinking or considering bad things that might happen, can mean not thinking of other people’s needs or feelings;
think; [think, thinks, thought, thinking, thoughts, thoughtful, thoughtfully]; to use your mind, to form ideas and consider options, to figure things out, ‘thought’ is a way or means of thinking, something in your mind, like an idea, a plan to do something, or a judgment about something;
thousand; [thousand, thousands, 1,000]; 1,000 of something, one hundred of something ten times;
threaten; [threaten, threatens, threatened, threatening]; to warn that you will or might hurt someone;  
threat; [threat, threats]; a warning that something bad might or will happen; 
thrill; [thrill, thrills, thrilled, thrilling]; to feel excited;
throat; [throat, throats]; the inside part of your neck you use to swallow food;
throw; [throw, throws, threw, throwing, thrown, thrower, throwers]; to toss something, to swing your arm forward to send something away through the air;
thunder; [thunder, thunders, thundered, thundering, thunderous]; a rumbling or loud cracking sound in the sky, sometimes means a loud noise;
thus; ; ‘in this way’ or  ‘so’ or ‘for this reason’;
tidings; ; news or a message about something;
till; [till, tills, tilled, tilling, tiller, tillers]; a short version of ‘until’, or can mean ‘before’, or a drawer to hold money, or to plow or dig up the ground to grow plants;
timber; [timber, timbers]; wood used to build things like houses or buildings, or land full of trees that could be used to get wood for building things;
time; [time, times, timed, timing]; the period of minutes, days, weeks, years when things happen; 
timid; [timid, timidly]; shy, not feeling confident;  
title; [title, titles, titled, titling]; the name of something like a story, book, song, show, or movie, sometimes a word like ‘Dr.’ or ‘Mrs.’ or ‘General’ used before a person’s name;
tobacco; ; a plant with big, sticky leaves used for chewing or for smoking in pipes, cigars, or cigarettes;
toil; [toil, toils, toiled, toiling]; long, hard work, or to use a lot of energy to do something;
toil-worn; ; showing a lot of wear-and-tear, looking very old because it has been used a lot;
tomb; [tomb, tombs, tomblike]; a structure made to hold one or more dead bodies;
tone; [tone, tones]; a single simple sound, such as a beep, sometimes means a sound that expresses a person’s feeling, sometimes means the shade of a color;
torment; [torment, torments, tormented, tormenting, tormentor, tormentors]; how it feels to be hurt very badly, to make someone hurt or feel very bad;
torture; [torture, tortures, tortured, torturing, torturer]; made to feel extreme, terrible pain;
total; [total, totals, totaled, totaling]; the full amount of something, or to count items or numbers to get the full amount;
trace; [trace, traces, traced, tracing, tracer, tracers]; a sign that something happened or was there before, or a very small amount of something, sometimes means to follow, to look for, or find, sometimes means to copy by following the lines; 
trade; [trade, trades, traded, trading, trader, traders]; to give one thing to get another thing, to buy and sell, sometimes means a job requiring a special skill like carpentry or pottery;
train; [train, trains, trained, training, trainer, trainers]; a large engine that pulls cars on two metal rails, sometimes a long moving line of things, sometimes teaching a person or animal to do something, sometimes a long part of a dress that trails behind;
trait; [trait, traits]; a quality or feature of a person, animal, or thing, like a good sense of humor or getting angry very quickly;
tranquil; [tranquil, tranquility]; calm, quiet, peaceful;
transaction; [transact, transacts, transacted, transacting, transaction, transactions]; trading for something, paying for something, doing business;
transfer; [transfer, transfers, transferred, transferring]; to move something from one place to another place, to change from one bus, plane, or train to another; 
transform; [transform, transforms, transformed, transforming, transformer, transformers]; to change something completely, especially the shape of something;
tray; [tray, trays]; a large, flat plat, often used to carry food;
treachery; [treachery, treacheries, treacherous]; to purposely break a very important promise, to betray someone;
treat; [treat, treats, treated, treating, treatment]; how a person acts towards someone, being helpful or cruel or ignoring them, can mean doing something or giving something that makes a person happy;
trespass; [trespass, trespasses, trespassed, trespassing, trespasser, trespassers]; to go somewhere or do something without permission, sometimes means to sin or do something bad;
trial; [trial, trials]; when judge and jury decide if someone is guilty or innocent, can mean something very difficult to do, can mean to test or try out something;
trick; [trick, tricks, tricked, tricking, trickery, trickster, tricksters]; to fool, or prank, or lie to, or cheat someone;
trifle; [trifle, trifles, trifled, trifling, trifler, triflers]; small, unimportant, not a big deal, something with little value, to act like something is not important or has very little value;
trigger; [trigger, triggers, triggered, triggering]; to start something or set something off, sometimes a switch, button, or lever that makes something happen;
trim; [trim, trims, trimmed, trimming, trimmer, trimmest]; to make something smaller or shorter, to cut hair or paper, to decorate something or make something be a little better; 
trousers; ; a pair of pants, sometimes jeans;
true; [true, true, truer, truest, truly, truth, truths]; right, correct, something that is a fact, not a lie, exact or exactly, real or genuine;
trump; [trump, trumps, trumped, trumping]; in a card game one suit of cards (like spades, hearts, diamonds, clubs) more powerful than the other three suits, can mean to do better or be better than something or someone else;
trust; [trust, trusts, trusted, trusting, trusty, trustier, trustiest]; believing in someone or something, expecting you can rely on, or can count on, someone or something;
tub; [tub, tubs, tublike]; a wide, low, usually round container that has a flat bottom and is mostly used for washing things or packing things;
tune; [tune, tunes, tuned, tuning, tuner, tuners]; a song or melody, can mean to make small changes in something so it works better, can mean adjusting a musical instrument so it plays the right notes;
turbid; [turbid, turbidity]; muddy, thick, hard to see through, can mean confusing; 
turning-point; [turning-point, turning-points]; a time or place when something important changes;
tyrant; [tyrant, tyrants, tyranny, tyrannical]; a cruel, unfair leader who has a lot of power;
unabated; ; not stopping, not slowing down, not getting weaker, still happening just as before;
unaccountable; [unaccountable, unaccountably]; something that can’t be explained or understood, sometimes means a person can’t be held responsible for something;
unaccustomed; ; not used to something, not familiar with something;
unbending; ; someone or something that is very strict, rigid, hard to move or change; 
unbounded; ; without limits, free;
unjust; [unjust, unjustly]; not fair, not right, usually means someone in power or authority treated someone in a very wrong way;
unknown; ; not known, unfamiliar, sometimes means a person is anonymous;
unlawful; [unlawful, unlawfully, unlawfulness]; illegal, against the law, very wrong;
unless; ; except, something that can’t be without something else happening or being true;
unlike; ; different, not the same, not equal;
unload; [unload, unloads, unloaded, unloading]; to take something away, remove something, or get rid of something;
unmanageable; ; hard to handle or control, unruly, difficult to deal with;
unmannerly; [unmannerly, unmannerliness]; not polite, to have or to show no courtesy or respect or manners;
unmeaning; ; senseless, without meaning or intelligence, without intending;
unmoved; ; showing or having no feelings, not affected emotionally;
unnecessary; [unnecessary, unnecessarily]; something that is not needed, or more than is needed; 
unpardonable; [unpardonable]; something that cannot be forgiven, excused, or pardoned; 
unprepared; [unprepared, unpreparedness]; not ready or able to do something; 
unpunished; ; a person or action that is not punished, does not receive some a penalty;
unrelenting; [unrelenting, unrelentingly]; not giving up, continuing to try no matter what; 
unsafe; [unsafe, unsafely]; risky or dangerous; 
unscriptural; ; not in agreement with the scriptures, the bible;
unshaken; ; not bothered, untroubled; 
unsuitable; [unsuitable, unsuitability, unsuitableness]; not fitting, not appropriate, should be rejected; 
until; ; up to a point in time;
universal; [universal, universally]; something that affects everyone, is true everywhere;
universe; ; everything there is, all that exists, all of the galaxies, solar systems, planets, stars, and everything that exists everywhere;
upholder; [uphold, upholds, upheld, upholding, upholder, upholders]; a person who supports something, especially one who makes a difficult decision to support;
upperground; [upperground, upper-ground]; a piece of land higher up than another piece;
upward; [upward, upwards, upwardly]; toward a higher place or position, moving toward a higher place;
urchin; [urchin, urchins]; a poor or orphaned child, sometimes a child with no home, sometimes a round sea creature with spikes;
urge; [urge, urges, urged, urging, urgent, urgently]; a strong feeling, emotion, want, or desire, a sudden impulse, feeling a need do or say something right now; 
usher; [usher, ushers, ushered, ushering]; to lead or guide someone to a seat or to a certain place, a person who shows people where they should be;
utmost; ; the greatest or highest of something, the most important;
valuable; [valuable, valuables]; very important, something that has high value, worth a lot of money;
value; [value, values, valued, valuing, valuation]; how much something is worth, or how important something is;
various; [various, varied, variously, variable]; many different kinds;
vengeance; [vengeance]; to hurt someone because they hurt you, revenge, to want revenge;
venture; [venture, ventures, ventured, venturing, venturer, venturers]; something risky, to try something knowing it is not safe;
verily; ; an old English word that means ‘truly’ or ‘really’;
vessel; [vessel, vessels]; a ship, sometimes means a container like a jar or bottle;
vestige; [vestige, vestiges]; a trace or small part of something now gone, can mean something no longer useful;
vice; [vice, vices]; a personal weakness, to behave in a morally weak or evil way;
vicious; [vicious, viciously, viciousness]; to be very mean, cruel, or violent;
victim; [victimize, victimizes, victimized, victimizing, victim, victims]; someone hurt or killed by something or by another person, someone who was tricked by someone else; 
view; [view, views, viewed, viewing, viewer, viewers]; something to see, usually far away, often pretty, can mean to look at, see, study closely, or think about carefully;
vigilant; [vigilant, vigilance]; alert, watching for trouble, being careful;
village; [village, villages, villager, villagers]; a small town, usually in the country, can mean the people who live in a small community;
vindicate; [vindicate, vindicates, vindicated, vindicating, vindication]; to say someone did the right thing, sometimes means to show or prove that someone is innocent and not guilty;
violence; [violent, violence, violently]; using extremely strong force against a person or property, can mean to try and hurt someone’s body, sometimes means to speak very harshly, or to have and show extremely strong feelings;
virtual; [virtual, virtually]; very much like something else, almost exactly like something else, seems almost real;
virtue; [virtue, virtues, virtuous, virtuously]; a kind of moral goodness, good behavior, the right thing to do, can mean a personal value or principle to live by;
visible; [visible, visibly]; something that can be seen;
vivid; [vivid, vividly]; bright, clear, or powerful, can mean a strong image, something easy to see or remember;  
volume; [volume, volumes, voluminous]; a book, sometimes means how much space something takes up or occupies, can mean the amount of something; 
voluntary; [voluntary, voluntarily]; to do something without being told to do it, to freely choose to do something, to choose to do something without any reward or pay;
volunteer; [volunteer, volunteers, volunteered, volunteering]; freely choose to do something without pressure from anyone, sometimes means to do something while expecting nothing in return;
vow; [vow, vows, vowed, vowing]; a promise, to make a strong, serious promise;
wage; [wage, wages]; money paid to someone for work;
wakefulness; [wakeful, wakefulness]; not sleeping, not being able to sleep, sleeplessness, sometimes means to be alert, watching or waiting for something, vigilant;
wake; [wake, wakes, woke, awakened, waking]; to stop sleeping;
wall; [wall, walls, walled, walling, wall-like]; a part of a building that holds up the roof or that divides rooms, can mean a kind of fence made of stones or bricks, sometimes means to separate one place or one thing from another;
wallow; [wallow, wallows, wallowed, wallowing]; to roll around in mud or water;
warehouse; [warehouse, warehouses]; a place to store or keep things in, often a large building;
warm-hearted; [warm-hearted, warmhearted, warmheartedness, warmly]; kind, generous, sympathetic, comforting;
warrant; [warrant, warrants, warranted, warranting]; a document allowing the police to arrest someone or to search property, can mean a reason or doing something, to say ‘I warrant’ can mean ‘I believe’;
waste; [waste, wastes, wasted, wasting]; can mean to spend carelessly, or make something lose value, something thrown away, garbage, can mean empty or deserted land, sometimes means loss through use or misuse or decay;
watch; [watch, watches, watched, watching, watchful, watcher, watchman]; to keep looking, to be observant, can mean to take care of, or to be careful, on guard, can mean a small clock worn like a bracelet;
watchword; ; a kind of password or phrase used by members of a group, can mean a kind of guideline;
way; [way, ways]; how to go or proceed, a possible path to progress or complete a task, a direction, can mean a manner of thinking;
weak; [weak, weaker, weakest, weakly, weakness, weakling]; not being strong, loud, or energetic, easy to defeat or overcome;
weaken; [weaken, weakens, weakened, weakening]; to become less strong, or to work less well;
weary; [weary, wearies, wearied, wearying, wearier, weariest]; tired,  to have lost strength, ability, or interest;
weather; [weather, weathers, weathered, weathering]; what it’s like outside: windy, rainy, stormy, snowy, hot, cold, etc., can mean how something changes because of too much sun or being rained on, can mean how well someone does in bad situations;
weave; [weave, weaves, wove, woven, weaving, weaver, weavers]; to make by lacing or crossing threads to make cloth, or slender sticks sideways and up-and-down to make a basket, can mean a person or animal moving in and out, back and forth, up and down;
week; [week, weeks, weekly, workweek]; 7 days, often means Monday through Sunday, a normal workweek is  5 days Monday through Friday, weekly usually means something happens once a week;
weigh; [weigh, weighs, weighed, weighing, weight, weights]; to find out how heavy something or someone is, the weight of something is how much it weighs, can mean to consider possible options;
welcome; [welcome, welcomes, welcomed, welcoming]; to greet in a friendly way, can mean to accept something gladly;
welfare; ; being well or doing well, especially in terms of happiness, living conditions, or success, sometimes a person’s well-being or mental state, can mean providing money or help to people in need;
well-trained; ; having had good instruction and experience, being able to do well at a job or task;
west; [west, westerly, western]; the direction where the sun sets, on a map usually the left side, can mean places or countries in that direction; 
wharf; [wharf, wharfs, wharves]; a structure on land where large ships in a harbor pick up and unload cargo;
whence; ; from this place, can mean a place where something started, can mean the ideas or reasons someone decides or concludes something;
whereabouts; ; close to a location where someone or something happened or was or can be found, can mean ‘around here’ or ‘around there’;
whereas; ; can mean ‘since it is true that’, or can mean ‘while just the opposite is true’ (cold turns water to ice, WHEREAS heat turns water to steam);
whereby; ; because of this, or through this, can mean ‘how’;
whether; ; meaning ‘if it was or is true that’ or ‘if it was or is better that’, can mean either of two things can be true (I eat ice cream WHETHER I’m hungry or not);
whichever; ; any of these, whatever;
whip–scarred; ; skin marked with scars from beatings or other forms of abuse;
whipping-post; [whipping-post]; a piece of wood or metal where people are tied to be whipped;
whisky; [whiskey, whiskeys]; a strong alcoholic drink, a type of liquor;
wide; [wide, wider, widest, widely]; broad, a large measure across or sideways, a large space, can mean fully open;
widely; [wider, widest]; through a wide area;
wild; [wild, wilder, wildest, wildly]; not tame, not under control or restrained, in natural state, not influenced by humans;
wit; [wit, wits, witty, wittier, wittiest]; ability to think, especially to think quickly, and to say something clever and amusing or funny;
withhold; [withhold, withholds, withheld, withholding]; to keep and not give, to refuse to give or allow something;
within; ; in or inside, into;
witness; [witness, witnesses, witnessed, witnessing]; to see something, sometimes means to tell or give proof of what was seen, can mean someone or something that gives proof;
woe; [woe, woes, woeful, woefully]; great sadness, sorrow, grief, trouble, woeful means full of regret and sadness;
wood-fence; ; a wooden structure that surrounds or blocks off something;
wood-horse; [wood-horse, wooden horse]; an old-fashioned word for a ship, can mean a type of cane to help someone walk, can mean a torture device, can mean a trick:  in one old story soldiers hid inside a ‘wooden horse’ to sneak inside a city;
workman; ; a person who works for a living, sometimes means a skilled worker like a carpenter or painter or welder;
worship; [worship, worships, worshipped, worshipping, worshipper, worshiper, worshippers, worshipers]; to show honor to a higher power like God or some holy object, to give religious praise, sometimes means to praise or believe too much;
worth; [worth, worthy]; value or usefulness, sometimes the cost of something, sometimes can mean excellence, to be ‘worthy’ is to have value or excellence;
wretched; [wretched, wretchedly, wretchedness, wretch, wretches]; to be very sick, injured, poor, or in misery, can mean awful behavior; 
wrong; [wrong, wrongs, wronged, wronging]; incorrect, not right, unfair, improper, can mean not lawful, can mean injuries or harmful things done to someone;
yard; [yard, yards]; a unit of measurement of 36 inches or three feet, about as long as one big step, can mean large outdoor area, often a grassy space in front of or behind a home, can mean a long pole that holds up and spreads a sail on a ship;
yearly; ; something that happens once a year, every 12 months;
yoke; [yoke, yokes, yoked, yoking]; a wood bar to join two working animals who pull a wagon or plow, can mean to tie or hook or join together, can mean something that causes pain, suffering, or lack of freedom;
youth; [youth, youths, youthful, youthfulness]; can mean childhood, or sometimes the period between childhood and becoming an adult, not mature;
a-bed; ; in the bed;
age; [ages]; a length of time;
able; ; can do something;
aback; ; ‘taken aback’ means someone is surprised or shocked;
about; ; near, close, sometimes why something happened;
above; ; higher than;
abroad; ; a place far away from here;
accident; [accidents]; something not supposed to happen;
across; ; from one side or part or place to another;
advice; [advise, advised, advising]; to say something to help someone do something;
afraid; ; scared, frightened;
against; ; beside, or not with, or the wrong thing to do;
estimate; [estimate, estimate, estimates, estimates, estimated, estimating, estimation]; to have an idea about something; or how much something is worth;
ahead; ; in front;
restless; [restless, restlessly, restlessness, restive]; can’t be still, constantly moving;
tell; [tells, told, telling]; to say something to someone;
ought; ; should;
spirit;[spirit, spirits, spirited, spiriting]; sometimes means soul or ghost, can mean someone’s mind and feelings, can mean energetic, or brave or courageous, can mean to sneak something away;
impertinent; [impertinent, impertinence]; rude, not respectful;
evidence; ; something that helps prove something;
improper; [improper; improperly; impropriety]; not correct or not acceptabe, sometimes means not behaving well;
part; [parts, parted, parting]; a piece or bits of something larger, or to go away;
such; ; this kind of; sometimes means a lot of something;
deem; [deem, deems, deemed, deeming]; to believe something; to have an opinion about something;
concern; [concern, concerns, concerned, concerning]; worry, or to be worried;
inquire; [inquire, inquires, inquired, inquiring; inquiry, inquiries; inquirer]; to question, to ask for information, to try to find out something;
allow; [allow, allows, allowed, allowing]; to permit;
privilege; [privilege, privileges, privileged, privileging]; things or activities or titles that only some people get to have or do or be, sometimes means something nice given as a reward;
same; ; just like something else;
authentic; ; genuine, real;
place; [place, places, placed, placing]; where something can be put, or someone can go, can mean to put someone or something there;
distance; [distance, distances, distanced, distancing];  how far apart two things are, can mean to move away from something;
farm; [farms]; where people raise animals and grow things to eat;
estimate;[estimate, estimate, estimates, estimates, estimated, estimating, estimation]; to have an idea about something, or how much something is worth;
deprive; [deprive, deprives, deprived, depriving, deprivation]; to keep important things from someone, or to take such things away;
record; [record, records, recorded, recording; record, records]; to write down how something happened;
contain; [contain, contains, contained, containing];to hold;
air; ; what we breathe that is all around us;
considerable; ; a large amount;
hire; [hire, hires, hired, hiring]; to give someone a job, or can mean to rent something;
take; [take, takes, took, taking; taken]; to get something; or to grip or hold something;
month; [month, months, monthly]; a unit of between 28 and 31 days, there are 12 months in the calendar, monthly usually means one time every month;
frequent; [frequent, frequently]; something that happens a lot;
alarm; [alarms, alarmed, alarming]; to be upset or noise to say there is a big problem;
alas; ; said when someone is very unhappy;
reach; [reaches, reached, reaching];  stretch to get something;
alfalfa; ; a special grass that cows and horses like to eat;
alive; ; not dead, still living;
almost; ; nearly;
early; [earlier, earliest]; a time at or near the beginning;
Maryland; ; a southern state on the Atlantic coast;
custom; [custom, customs, customized]; the usual way of doing things in a particular place or community, can mean to make something especially for someone, customs are special taxes on goods moving from one country to another;
father; [fathers]; a man who has a son or daughter;
also; ; too, another;
alone; ; without anyone else;
admit; [admit, admits, admitted, admitting]; to say something is true;
along; ; beside or with;
either; ; one or the other, each of something;
already; ; now;
common; [common, commoner, commonest, commonly, commonplace]; something seen a lot or that there are many of, average or ordinary, sometimes means something shared;
Tuckahoe; ; a location
grandfather; [grandpa, granddad]; the father of a person’s mother or father;
grandmother; [grandma]; the mother of a person’s mother or father;
Hillsborough; ; a town in North Carolina;
damp; [damper, dampest]; a little bit wet;
dance; [dances, danced, dancing; dancer]; to move your body in a pattern, usually to music ;
dare; [dares, dared, daring]; dare; to be brave enough to do something ;
dark; [darker, darkest]; not light, close to black;
complexion;[complexion, complexions]; the way someone’s skin looks, especially someone’s face;
altogether; ; all of them, including all;
always; ; all the time;
among; ; [amongst]; with others;
within; ; in or inside, into;
angel; [angels]; winged creatures in heaven that people believe are very good;
angel-food; ; a special kind of white, soft cake;
angry; [angrier, angriest]; mad, upset;
most; ; not all, but almost all;
master; [master, masters, mastered, mastering, masterful, masterly]; a person in charge or with authority, someone with great skill, sometimes means to gain the ability to do something;
animal; [animals]; creature that moves around, eats, sleeps, and makes babies;
another; ; a different thing of the same type;
answer; [answers, answered, answering]; to say back or reply to someone;
anybody; ; some person, it doesn’t matter who;
anyone; ; some person, it doesn’t matter who;
anything; ; something;
anywhere; ; any place;
arrive; [arrives, arrived, arriving]; to get somewhere;
ashamed; ; to feel sad that you have done something bad or wrong;
asleep; ; not awake;
accurate; ; correct, right, true;
knowledge; [knowledge, knowledgeable]; having information about something;
astonished; [astonishment]; very, very surprised;
attack; [attacks, attacked, attacking]; to try hard to fight against or hurt someone or something;
attention; ; what someone notices;
awake; [awakes, awakened, awakening]; not asleep;
Maryland; ; a southern state on the Atlantic coast;
Easton; ; a city in Pennsylvania on the Delaware River in the United States;
awful; [awfully]; very bad;
mile; [miles]; a measurement of distance; about how far a person could walk in 15 minutes;
awoke; [woke]; stopped sleeping;
axe; [axes]; a tool with a long handle and sharp blade to chop or cut wood;
baby; [babies]; very small, young people;
babysitter; ; someone who takes care of a baby or child;
backward; [backwards]; moving in a behind direction, not forward;
bad; [baddest]; not good;
badly ; not well;
bake; [bakes, baked, baking]; put in a hot oven to cook;
baker; [baker’s]; someone who cooks in a hot oven;
baking-day; ; time for making bread or cakes or cookies;
balance; [balances, balance, balancing]; to be able not to fall, or the same on both sides;
ball; [balls]; a round thing to play with;
balloon; [ballons]; a thing you can blow into to make a round plastic ball;
bang; [bangs, banged, banging]; a loud noise; or to slam something hard;
barber; [barbes]; someone who cuts hair;
bare; [bares, bared, baring]; to be without outside covering like clothes; sometimes means ‘very little’;
barely ; ; very little, almost not;
bark; [barks, barked, barking]; the sound a dog makes;
barn; [barns]; a big farm building, sometimes with hay, cows, or horses inside;
basement; [basements]; a room beneath a house or building; a cellar ;
basket; [baskets]; something stiff to carry things in  ;
bat; [bats]; long round stick to hit a ball, or an animal like a big mouse with wings ;
bath; [baths]; to wash all over, usually in a tub;
beans; [bean]; green or brown or white little rounded things people eat;
bear; [bears, bearing]; a big wild animal; sometimes means ‘to carry’;
beast; [beasts]; animal;
beat; [beats, beaten, beating]; to hit, whip or spank very hard; to win a game  ;
beautiful; ; very pretty, very nice to see;
beauty; ; something very pretty, very nice to see;
beauties; ; many who are very pretty, very nice to see [xxx beauty, beautiful];
become; [becomes, became, becoming]; to change to be ;
bed; [beds]; something to sleep on;
bed-clothes; ; sheets, blankets, pillows;
bedroom; ; where people sleep;
bedspread; ; the top blanket;
bedtime; ; when children should get ready for sleep;
begin; [began, begun, beginning]; to start;
behind; ; after, or in back of something;
behold; ; look at this, pay attention;
belief; ; thinking something is true;
believe; [believes, believed, believing; believer]; to think something is true;
bell; [bells]; shaped like a cup, with a clapper that makes a ringing sound ;
belly; [bellies]; tummy or stomach;
below; ; under;
blackberries; [blackberry]; yummy bumpy little bits of fruit to pick and eat;
blackbirds; [blackbird]; they sometimes eat seeds that farmers plant;
blackcurrents; [blackcurrent]; little round bits of fruit often used to make jelly;
bless; [blesses, blessed, blessing]; to make someone good wonderfully happy;
blind; ; not able to see;
blink; [blinks, blinked, blinking]; quickly close and open one or two eyes;
blow; [blew, blows, blowing]; what the wind does, or to push air out your mouth ;
blue; [bluer, bluest]; the color of the sky on bright sunny days;
blubber; [blubbers, blubbered, blubbering]; to say in a sloppy way, sometimes while crying ;
boast; [boasts, boasted, boasting]; brag, tell people you are or something is better than others;
board; [boards]; a long piece of wood used to build something ;
boat; [boats]; something people can ride on in the water;
bone; [bones]; the hard things inside an animal’s body; parts of a skeleton ;
bong-tree; ; a fun made up, pretend word;
booger; [boogers]; yucky things in the nose people blow out on tissue paper ;
bore; [bores, bored, boring]; not interesting, or to not care about, or sometimes to make a hole [xxx bother];
bother; [bothers, bothered, bothering]; to annoy or to trouble someone;
bottle; [bottles]; tall and round, plastic or glass, holds a drink  ;
bottom; ; at the low end;
bound; ; to jump; can also mean tied up ;
bouquet; [bouquets]; a bunch of flowers held together;
bow; [bows]; something that bends, sometimes a strip  of cloth that bends on itself; or a thing to shoot an arrow;
bowl; [bowls]; like a big cup ;
Bowlegs; ; a pretend name;
box; [boxes]; used to keep something in, usually has corners;
boxcars; [boxcar]; like great big boxes with wheels that go on train tracks;
boy; [boys]; creatures who are never naughty unless it’s absolutely necessary;
brag; [brags, bragged, bragging]  ; say someone or something is better than;
bracelet; [bracelets]; a piece of jewelry people can wear on their wrist ;
branch; [branches]; a part of something, like a limb on a tree ;
brass; ; hard yellow stuff sometimes used to make buttons, toys, or tools;
bread; [breads]; the outside of a sandwich;
break; [breaks, broke, breaking]; broken, make something not work; make it into pieces;
breakfast; ; first meal of the day;
breath; ;the air you move in and out of your nose and mouth;
breathe; [breathes, breathed, breathing]; move air in and out of your nose;
bridge; [bridges]; a way to go over from one thing to another;
briers; [brier]; sharp little points on plants, like little thorns;
bright; [brighter, brightest; brightly]  ; shiny and easy to see; light 	 ;
broken-down; [broke-down]; stopped working;
develop; [develop, develops, developed, developing, development];to change and become something else, usually something bigger, better, stronger, or more advanced;
unless; ; except, or something that can’t be without something else happening or being true;
broom; [brooms]; a long round handle with a big brush at the end;
brother; [brothers]; boys or men with the same mother or father;
hinder; [hinder, hinders, hindered, hindering, hindrance]; to stop or prevent something; sometimes to make something harder to do or slow something down;
brown ; [browner, brownest]; made by mixing red, yellow, and blue the color of dark wood;
brush; [brushes, brushed, brushing]; to lightly touch or move past ;
build; [builds, built, building; builder]  ; make something ;
bubble; [bubbles]; a round empty thing you can see through, and sometimes can make float ;
bump; [bumps, bumped, bumping]; to knock into something; or a raised up place ;
bunny; [bunnies]; rabbit, especially a little rabbit ;
buns; [bun]; rounded pieces of bread, smooth on top;
burn; [burns, burned, burnt, burning]; to make something hot, or in a fire  ;
bush; [bushes]; a plant that has lots and lots of leaves ;
business; [businesses]; job or work;
affection; [affection, affectionate]; liking someone or something;
destroy; [destroy, destroys, destroyed, destroying, destroyer]; to completely break or ruin something; can mean to kill something
busy; [busier, busiest]; having lots of things to do;
butter; ; yellow stuff made from milk that we sometimes put on food;
buttercup; ; a yellow flower;
result; [result, results, resulted, resulting]; what happens because of something else;
more ; between some, and most or too much
inevitable; [inevitable, inevitably, inevitability]; sure to happen, nothing can stop it, certain;
natural; [natural, naturally]; can mean existing without humans changing anything, can mean the way things usually are;
blunt; [blunt, blunts, blunted, blunting; blunter, bluntest]; dull, or made dull, not sharp;
butterfly; [butterflies]; a little bug usually with big beautiful wings;
buttons; [button]; little things, usually round, to keep shirts and other clothes tight ;
by-and-by; ; after a little time;
cabbage; [cabbages]; green leafy vegetables, sometimes the size of your head ;
cabinet; [cabinets]; furniture with shelves or drawers ;
cake; [cakes]; yummy stuff people put candles on for birthdays;
calf; ;a young cow or bull;
calm; [calmly, calming]; without rush or bother, quiet and easy ;
camel; [camels]; an animal with one or two big bumps called humps on its back;
campfire; [campfires]; a small fire outdoors on the ground;
candle; [candles]; a stick usually made of wax that can burn at the top to give light;
candlestick; [candlesticks]; the long part of a candle under the burning flame   [xxx candle];
candy; [candies, candied]; very sweet and yummy things to eat;
canter; [canters, cantered, cantering]; the way a horse usually runs, faster than a trot, slower than a gallop;
cap; [caps]; a small hat, or a top for a bottle;
cape; [capes]; a cloth for your back, mostly to keep warm;
capture; [captures, captured, capturing]; to catch and keep;
car; [cars]; vehicles that people ride in;
cardboard; ; what most boxes are made of, a kind of thick paper;
care; [cares, cared, caring]; to worry;
careful; [carefully]; trying not to make a mistake;
carve; [carves, carved, carving]; to cut or slice ;
case; [cases]; a special box to hold things or ‘the way things are’;
castle; [castles]; a big fancy building, usually made of stone, sometimes with pointed towers ;
cat; [cats]; a grown-up kitten;
catch; [catches, caught, catching]; catcher, to hold on to something that was thrown or dropped;
celebrate; [celebrates, celebrated, celebrating]; get happy and excited for someone;
certain; [certainly]; completely sure, no question;
chair; [chairs]; what people sit on, usually four legs and a back;
chamber; [chambers]; a special room;
chamomile; ; a flower with white petals;
affection; [affection, affectionate];liking someone or something;
charming; [charmingly]; very nice and polite  ;
chase; [chases, chased, chasing]  ; run after, try to catch;
cheer; [cheers, cheered, cheering]; make loud happy sounds;
chew; [chews, chewed], chewing; to bite and squeeze with teeth ;
